,timestamp,balance_trade,balance_trade_growth,eurrub,average_provision_of_build_contract,micex_rgbi_tr,micex_cbi_tr,deposits_rate,mortgage_value,mortgage_rate,income_per_cap,rent_price_4.room_bus,museum_visitis_per_100_cap,bandwidth_sports,apartment_build
562,7/16/2011,17.19,10.1,39.7235,5.76,132.78,205.39,4,265304,12.09,46582.6,146.21,1240,269768,23587
563,7/17/2011,17.19,10.1,39.7235,5.76,132.78,205.39,4,265304,12.09,46582.6,146.21,1240,269768,23587
564,7/18/2011,17.19,10.1,39.6682,5.76,132.8,205.53,4,265304,12.09,46582.6,146.21,1240,269768,23587
565,7/19/2011,17.19,10.1,39.7334,5.76,132.83,205.56,4,265304,12.09,46582.6,146.21,1240,269768,23587
566,7/20/2011,17.19,10.1,39.7741,5.76,132.86,205.62,4,265304,12.09,46582.6,146.21,1240,269768,23587
567,7/21/2011,17.19,10.1,39.8887,5.76,132.81,205.65,4,265304,12.09,46582.6,146.21,1240,269768,23587
568,7/22/2011,17.19,10.1,39.8934,5.76,132.89,205.74,4,265304,12.09,46582.6,146.21,1240,269768,23587
569,7/23/2011,17.19,10.1,39.8934,5.76,132.89,205.74,4,265304,12.09,46582.6,146.21,1240,269768,23587
570,7/24/2011,17.19,10.1,39.8934,5.76,132.89,205.74,4,265304,12.09,46582.6,146.21,1240,269768,23587
571,7/25/2011,17.19,10.1,39.8249,5.76,132.97,205.89,4,265304,12.09,46582.6,146.21,1240,269768,23587
572,7/26/2011,17.19,10.1,39.8849,5.76,133,205.96,4,265304,12.09,46582.6,146.21,1240,269768,23587
573,7/27/2011,17.19,10.1,39.5512,5.76,132.98,206.07,4,265304,12.09,46582.6,146.21,1240,269768,23587
574,7/28/2011,17.19,10.1,39.4835,5.76,132.92,206.05,4,265304,12.09,46582.6,146.21,1240,269768,23587
575,7/29/2011,17.19,10.1,39.7187,5.76,133.03,206.16,4,265304,12.09,46582.6,146.21,1240,269768,23587
576,7/30/2011,17.19,10.1,39.7187,5.76,133.03,206.16,4,265304,12.09,46582.6,146.21,1240,269768,23587
577,7/31/2011,17.19,10.1,39.7187,5.76,133.03,206.16,4,265304,12.09,46582.6,146.21,1240,269768,23587
578,8/1/2011,15.459,10.1,39.5768,5.76,133.29,206.16,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
579,8/2/2011,15.459,10.1,39.5177,5.76,133.46,196.81,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
580,8/3/2011,15.459,10.1,39.8625,5.76,133.49,196.81,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
581,8/4/2011,15.459,10.1,39.8571,5.76,133.13,200.6,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
582,8/5/2011,15.459,10.1,40.3308,5.76,132.46,200.6,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
583,8/6/2011,15.459,10.1,40.3308,5.76,132.46,203.04,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
584,8/7/2011,15.459,10.1,40.3308,5.76,132.46,204.95,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
585,8/8/2011,15.459,10.1,41.1782,5.76,132.28,206.2,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
586,8/9/2011,15.459,10.1,42.4484,5.76,130.7,205.69,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
587,8/10/2011,15.459,10.1,42.3499,5.76,131.57,205.69,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
588,8/11/2011,15.459,10.1,41.9322,5.76,130.95,205.34,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
589,8/12/2011,15.459,10.1,41.4201,5.76,131.2,205.98,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
590,8/13/2011,15.459,10.1,41.4201,5.76,131.2,205.98,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
591,8/14/2011,15.459,10.1,41.4201,5.76,131.2,205.98,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
592,8/15/2011,15.459,10.1,41.3422,5.76,131.54,204.71,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
593,8/16/2011,15.459,10.1,41.3192,5.76,131.46,204.85,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
594,8/17/2011,15.459,10.1,41.5787,5.76,131.72,205.07,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
595,8/18/2011,15.459,10.1,41.6833,5.76,131.62,205.17,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
596,8/19/2011,15.459,10.1,41.7681,5.76,131.16,204.78,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
597,8/20/2011,15.459,10.1,41.7681,5.76,131.16,204.78,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
598,8/21/2011,15.459,10.1,41.7681,5.76,131.16,204.78,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
599,8/22/2011,15.459,10.1,41.87,5.76,131.31,204.91,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
600,8/23/2011,15.459,10.1,41.7537,5.76,131.45,204.92,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
601,8/24/2011,15.459,10.1,41.7409,5.76,131.29,204.96,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
602,8/25/2011,15.459,10.1,41.5769,5.76,131.13,204.96,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
603,8/26/2011,15.459,10.1,41.7114,5.76,131.08,204.84,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
604,8/27/2011,15.459,10.1,41.7114,5.76,131.08,204.84,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
605,8/28/2011,15.459,10.1,41.7114,5.76,131.08,204.84,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
606,8/29/2011,15.459,10.1,41.7637,5.76,131.34,205.04,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
607,8/30/2011,15.459,10.1,41.6961,5.76,131.54,205.09,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
608,8/31/2011,15.459,10.1,41.5207,5.76,131.57,205.42,4.1,323275,11.84,42688.6,136.11,1240,269768,23587
609,9/1/2011,15.386,10.1,41.4014,5.76,131.45,205.42,4,386388,11.92,40311.3,155.22,1240,269768,23587
610,9/2/2011,15.386,10.1,41.4302,5.76,131.55,196.89,4,386388,11.92,40311.3,155.22,1240,269768,23587
611,9/3/2011,15.386,10.1,41.4302,5.76,131.55,198.24,4,386388,11.92,40311.3,155.22,1240,269768,23587
612,9/4/2011,15.386,10.1,41.4302,5.76,131.55,198.24,4,386388,11.92,40311.3,155.22,1240,269768,23587
613,9/5/2011,15.386,10.1,41.5902,5.76,131.19,198.24,4,386388,11.92,40311.3,155.22,1240,269768,23587
614,9/6/2011,15.386,10.1,41.5031,5.76,131.24,203.16,4,386388,11.92,40311.3,155.22,1240,269768,23587
615,9/7/2011,15.386,10.1,41.4596,5.76,131.28,203.16,4,386388,11.92,40311.3,155.22,1240,269768,23587
616,9/8/2011,15.386,10.1,41.2839,5.76,131.41,205.19,4,386388,11.92,40311.3,155.22,1240,269768,23587
617,9/9/2011,15.386,10.1,41.1192,5.76,131.33,205.75,4,386388,11.92,40311.3,155.22,1240,269768,23587
618,9/10/2011,15.386,10.1,41.1192,5.76,131.33,205.75,4,386388,11.92,40311.3,155.22,1240,269768,23587
619,9/11/2011,15.386,10.1,41.1192,5.76,131.33,205.46,4,386388,11.92,40311.3,155.22,1240,269768,23587
620,9/12/2011,15.386,10.1,41.2856,5.76,131.3,205.99,4,386388,11.92,40311.3,155.22,1240,269768,23587
621,9/13/2011,15.386,10.1,41.4451,5.76,131.19,205.94,4,386388,11.92,40311.3,155.22,1240,269768,23587
622,9/14/2011,15.386,10.1,41.7872,5.76,131.03,205.93,4,386388,11.92,40311.3,155.22,1240,269768,23587
623,9/15/2011,15.386,10.1,42.1656,5.76,130.5,205.8,4,386388,11.92,40311.3,155.22,1240,269768,23587
624,9/16/2011,15.386,10.1,42.1544,5.76,130.44,205.73,4,386388,11.92,40311.3,155.22,1240,269768,23587
625,9/17/2011,15.386,10.1,42.1544,5.76,130.44,205.73,4,386388,11.92,40311.3,155.22,1240,269768,23587
626,9/18/2011,15.386,10.1,42.1544,5.76,130.44,205.73,4,386388,11.92,40311.3,155.22,1240,269768,23587
627,9/19/2011,15.386,10.1,42.6944,5.76,129.84,205.8,4,386388,11.92,40311.3,155.22,1240,269768,23587
628,9/20/2011,15.386,10.1,42.9244,5.76,129.36,205.54,4,386388,11.92,40311.3,155.22,1240,269768,23587
629,9/21/2011,15.386,10.1,43.1669,5.76,129.55,205.46,4,386388,11.92,40311.3,155.22,1240,269768,23587
630,9/22/2011,15.386,10.1,43.3568,5.76,128.72,205.12,4,386388,11.92,40311.3,155.22,1240,269768,23587
631,9/23/2011,15.386,10.1,43.2046,5.76,127.39,204.45,4,386388,11.92,40311.3,155.22,1240,269768,23587
632,9/24/2011,15.386,10.1,43.2046,5.76,127.39,204.45,4,386388,11.92,40311.3,155.22,1240,269768,23587
633,9/25/2011,15.386,10.1,43.2046,5.76,127.39,204.45,4,386388,11.92,40311.3,155.22,1240,269768,23587
634,9/26/2011,15.386,10.1,43.6354,5.76,126.35,204.26,4,386388,11.92,40311.3,155.22,1240,269768,23587
635,9/27/2011,15.386,10.1,43.0939,5.76,126.84,204.13,4,386388,11.92,40311.3,155.22,1240,269768,23587
636,9/28/2011,15.386,10.1,43.19,5.76,128.19,203.82,4,386388,11.92,40311.3,155.22,1240,269768,23587
637,9/29/2011,15.386,10.1,43.3974,5.76,128.26,204.4,4,386388,11.92,40311.3,155.22,1240,269768,23587
638,9/30/2011,15.386,10.1,43.2804,5.76,128.65,204.21,4,386388,11.92,40311.3,155.22,1240,269768,23587
639,10/1/2011,17.199,18.1,43.2804,5.96,128.65,204.21,4.5,452674,11.57,44388,151.68,1240,269768,23587
640,10/2/2011,17.199,18.1,43.2804,5.96,128.65,196.94,4.5,452674,11.57,44388,151.68,1240,269768,23587
641,10/3/2011,17.199,18.1,43.2109,5.96,127.6,198.22,4.5,452674,11.57,44388,151.68,1240,269768,23587
642,10/4/2011,17.199,18.1,43.4353,5.96,126.69,198.22,4.5,452674,11.57,44388,151.68,1240,269768,23587
643,10/5/2011,17.199,18.1,43.334,5.96,126.61,201.82,4.5,452674,11.57,44388,151.68,1240,269768,23587
644,10/6/2011,17.199,18.1,43.3501,5.96,127.41,203.29,4.5,452674,11.57,44388,151.68,1240,269768,23587
645,10/7/2011,17.199,18.1,43.0438,5.96,127.9,203.29,4.5,452674,11.57,44388,151.68,1240,269768,23587
646,10/8/2011,17.199,18.1,43.0438,5.96,127.9,205.03,4.5,452674,11.57,44388,151.68,1240,269768,23587
647,10/9/2011,17.199,18.1,43.0438,5.96,127.9,205.03,4.5,452674,11.57,44388,151.68,1240,269768,23587
648,10/10/2011,17.199,18.1,43.1144,5.96,128.27,203.43,4.5,452674,11.57,44388,151.68,1240,269768,23587
649,10/11/2011,17.199,18.1,43.0199,5.96,128.43,205.47,4.5,452674,11.57,44388,151.68,1240,269768,23587
650,10/12/2011,17.199,18.1,42.9585,5.96,128.61,205.47,4.5,452674,11.57,44388,151.68,1240,269768,23587
651,10/13/2011,17.199,18.1,42.8987,5.96,128.34,204.18,4.5,452674,11.57,44388,151.68,1240,269768,23587
652,10/14/2011,17.199,18.1,42.7476,5.96,128.34,204.28,4.5,452674,11.57,44388,151.68,1240,269768,23587
653,10/15/2011,17.199,18.1,42.7476,5.96,128.34,204.28,4.5,452674,11.57,44388,151.68,1240,269768,23587
654,10/16/2011,17.199,18.1,42.7476,5.96,128.34,204.28,4.5,452674,11.57,44388,151.68,1240,269768,23587
655,10/17/2011,17.199,18.1,42.5819,5.96,128.49,204.36,4.5,452674,11.57,44388,151.68,1240,269768,23587
656,10/18/2011,17.199,18.1,42.8112,5.96,128.05,204.35,4.5,452674,11.57,44388,151.68,1240,269768,23587
657,10/19/2011,17.199,18.1,42.7579,5.96,128.24,204.42,4.5,452674,11.57,44388,151.68,1240,269768,23587
658,10/20/2011,17.199,18.1,43.1762,5.96,128.12,204.24,4.5,452674,11.57,44388,151.68,1240,269768,23587
659,10/21/2011,17.199,18.1,43.094,5.96,128.16,204.16,4.5,452674,11.57,44388,151.68,1240,269768,23587
660,10/22/2011,17.199,18.1,43.094,5.96,128.16,204.16,4.5,452674,11.57,44388,151.68,1240,269768,23587
661,10/23/2011,17.199,18.1,43.094,5.96,128.16,204.16,4.5,452674,11.57,44388,151.68,1240,269768,23587
662,10/24/2011,17.199,18.1,42.5538,5.96,128.37,204.36,4.5,452674,11.57,44388,151.68,1240,269768,23587
663,10/25/2011,17.199,18.1,42.4726,5.96,128.62,204.36,4.5,452674,11.57,44388,151.68,1240,269768,23587
664,10/26/2011,17.199,18.1,42.4584,5.96,128.77,204.24,4.5,452674,11.57,44388,151.68,1240,269768,23587
665,10/27/2011,17.199,18.1,42.3777,5.96,129.71,204.61,4.5,452674,11.57,44388,151.68,1240,269768,23587
666,10/28/2011,17.199,18.1,42.1308,5.96,130.05,204.88,4.5,452674,11.57,44388,151.68,1240,269768,23587
667,10/29/2011,17.199,18.1,42.1308,5.96,130.05,204.88,4.5,452674,11.57,44388,151.68,1240,269768,23587
668,10/30/2011,17.199,18.1,42.1308,5.96,130.05,204.88,4.5,452674,11.57,44388,151.68,1240,269768,23587
669,10/31/2011,17.199,18.1,42.1035,5.96,129.52,204.95,4.5,452674,11.57,44388,151.68,1240,269768,23587
670,11/1/2011,17.629,18.1,42.1307,5.96,128.87,195.3,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
671,11/2/2011,17.629,18.1,42.0619,5.96,128.94,197.01,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
672,11/3/2011,17.629,18.1,42.1304,5.96,129.07,198.22,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
673,11/4/2011,17.629,18.1,42.2258,5.96,129.07,200.8,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
674,11/5/2011,17.629,18.1,42.2258,5.96,129.07,201.74,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
675,11/6/2011,17.629,18.1,42.2258,5.96,129.07,201.74,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
676,11/7/2011,17.629,18.1,41.9603,5.96,129.18,205.1,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
677,11/8/2011,17.629,18.1,41.8098,5.96,129.26,204.65,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
678,11/9/2011,17.629,18.1,41.5749,5.96,129.33,204.65,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
679,11/10/2011,17.629,18.1,41.6725,5.96,128.93,203.81,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
680,11/11/2011,17.629,18.1,41.7451,5.96,129.01,205.46,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
681,11/12/2011,17.629,18.1,41.7451,5.96,129.01,205.46,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
682,11/13/2011,17.629,18.1,41.7451,5.96,129.01,205.46,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
683,11/14/2011,17.629,18.1,41.6026,5.96,129.13,205.54,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
684,11/15/2011,17.629,18.1,41.4993,5.96,128.81,205.47,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
685,11/16/2011,17.629,18.1,41.5018,5.96,128.79,205.46,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
686,11/17/2011,17.629,18.1,41.6634,5.96,128.64,205.63,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
687,11/18/2011,17.629,18.1,41.7129,5.96,128.55,205.83,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
688,11/19/2011,17.629,18.1,41.7129,5.96,128.55,205.83,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
689,11/20/2011,17.629,18.1,41.7129,5.96,128.55,205.83,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
690,11/21/2011,17.629,18.1,42.1571,5.96,128.39,205.72,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
691,11/22/2011,17.629,18.1,41.9731,5.96,128.36,205.79,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
692,11/23/2011,17.629,18.1,42.0603,5.96,128.19,205.82,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
693,11/24/2011,17.629,18.1,41.9918,5.96,128.21,205.65,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
694,11/25/2011,17.629,18.1,41.7488,5.96,128.11,205.56,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
695,11/26/2011,17.629,18.1,41.7488,5.96,128.11,205.56,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
696,11/27/2011,17.629,18.1,41.7488,5.96,128.11,205.56,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
697,11/28/2011,17.629,18.1,41.8274,5.96,128.27,205.65,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
698,11/29/2011,17.629,18.1,41.6806,5.96,128.41,205.24,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
699,11/30/2011,17.629,18.1,41.2842,5.96,128.74,205.55,5.5,521529,11.74,46476.2,160.58,1240,269768,23587
700,12/1/2011,19.066,18.1,41.4311,5.96,129.17,195.37,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
701,12/2/2011,19.066,18.1,41.4221,5.96,129.39,195.37,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
702,12/3/2011,19.066,18.1,41.4221,5.96,129.39,195.37,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
703,12/4/2011,19.066,18.1,41.4221,5.96,129.39,200.85,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
704,12/5/2011,19.066,18.1,41.5812,5.96,129.49,201.74,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
705,12/6/2011,19.066,18.1,42.0419,5.96,129.58,201.74,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
706,12/7/2011,19.066,18.1,41.8612,5.96,129.66,205.14,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
707,12/8/2011,19.066,18.1,41.9322,5.96,129.52,204.42,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
708,12/9/2011,19.066,18.1,42.0944,5.96,129.32,205.9,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
709,12/10/2011,19.066,18.1,42.0944,5.96,129.32,203.86,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
710,12/11/2011,19.066,18.1,42.0944,5.96,129.32,203.86,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
711,12/12/2011,19.066,18.1,41.7533,5.96,129.14,205.9,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
712,12/13/2011,19.066,18.1,41.4947,5.96,129.01,206.12,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
713,12/14/2011,19.066,18.1,41.3546,5.96,128.93,206.3,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
714,12/15/2011,19.066,18.1,41.4385,5.96,128.92,205.81,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
715,12/16/2011,19.066,18.1,41.6553,5.96,128.9,206.37,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
716,12/17/2011,19.066,18.1,41.6553,5.96,128.9,206.37,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
717,12/18/2011,19.066,18.1,41.6553,5.96,128.9,206.37,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
718,12/19/2011,19.066,18.1,41.7852,5.96,128.81,206.43,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
719,12/20/2011,19.066,18.1,41.8015,5.96,128.95,206.32,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
720,12/21/2011,19.066,18.1,41.3951,5.96,128.8,205.95,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
721,12/22/2011,19.066,18.1,40.8869,5.96,128.85,205.99,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
722,12/23/2011,19.066,18.1,40.6651,5.96,128.91,205.77,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
723,12/24/2011,19.066,18.1,40.6651,5.96,128.91,205.77,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
724,12/25/2011,19.066,18.1,40.6651,5.96,128.91,205.77,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
725,12/26/2011,19.066,18.1,40.7068,5.96,129,205.67,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
726,12/27/2011,19.066,18.1,41.13,5.96,128.97,205.75,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
727,12/28/2011,19.066,18.1,41.137,5.96,129.05,205.57,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
728,12/29/2011,19.066,18.1,41.6268,5.96,129.05,205.83,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
729,12/30/2011,19.066,18.1,41.7245,5.96,129.12,206.47,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
730,12/31/2011,19.066,18.1,41.7245,5.96,129.12,206.47,5.7,596508,11.4,82685.3,144.26,1240,269768,23587
731,1/1/2012,21.939,34.4,41.7245,5.75,129.12,206.47,5.8,697417,11.63,33194,187.12,1309,288177,42551
732,1/2/2012,21.939,34.4,41.5333,5.75,129.12,208.51,5.8,697417,11.63,33194,187.12,1309,288177,42551
733,1/3/2012,21.939,34.4,41.395,5.75,129.1,210.57,5.8,697417,11.63,33194,187.12,1309,288177,42551
734,1/4/2012,21.939,34.4,41.1657,5.75,129.11,210.57,5.8,697417,11.63,33194,187.12,1309,288177,42551
735,1/5/2012,21.939,34.4,40.9425,5.75,129.12,210.57,5.8,697417,11.63,33194,187.12,1309,288177,42551
736,1/6/2012,21.939,34.4,40.6793,5.75,129.14,212.13,5.8,697417,11.63,33194,187.12,1309,288177,42551
737,1/7/2012,21.939,34.4,40.6793,5.75,129.14,212.13,5.8,697417,11.63,33194,187.12,1309,288177,42551
738,1/8/2012,21.939,34.4,40.6793,5.75,129.14,215.07,5.8,697417,11.63,33194,187.12,1309,288177,42551
739,1/9/2012,21.939,34.4,40.6875,5.75,129.17,215.07,5.8,697417,11.63,33194,187.12,1309,288177,42551
740,1/10/2012,21.939,34.4,40.3498,5.75,129.24,218.45,5.8,697417,11.63,33194,187.12,1309,288177,42551
741,1/11/2012,21.939,34.4,40.2744,5.75,129.34,220.13,5.8,697417,11.63,33194,187.12,1309,288177,42551
742,1/12/2012,21.939,34.4,40.4723,5.75,129.61,220.13,5.8,697417,11.63,33194,187.12,1309,288177,42551
743,1/13/2012,21.939,34.4,40.3932,5.75,129.57,207.08,5.8,697417,11.63,33194,187.12,1309,288177,42551
744,1/14/2012,21.939,34.4,40.3932,5.75,129.57,207.08,5.8,697417,11.63,33194,187.12,1309,288177,42551
745,1/15/2012,21.939,34.4,40.3932,5.75,129.57,207.08,5.8,697417,11.63,33194,187.12,1309,288177,42551
746,1/16/2012,21.939,34.4,40.1717,5.75,129.56,207.27,5.8,697417,11.63,33194,187.12,1309,288177,42551
747,1/17/2012,21.939,34.4,40.2781,5.75,129.78,207.28,5.8,697417,11.63,33194,187.12,1309,288177,42551
748,1/18/2012,21.939,34.4,40.3817,5.75,129.8,207.25,5.8,697417,11.63,33194,187.12,1309,288177,42551
749,1/19/2012,21.939,34.4,40.5036,5.75,129.82,207.35,5.8,697417,11.63,33194,187.12,1309,288177,42551
750,1/20/2012,21.939,34.4,40.5459,5.75,129.93,207.42,5.8,697417,11.63,33194,187.12,1309,288177,42551
751,1/21/2012,21.939,34.4,40.5459,5.75,129.93,207.42,5.8,697417,11.63,33194,187.12,1309,288177,42551
752,1/22/2012,21.939,34.4,40.5459,5.75,129.93,207.42,5.8,697417,11.63,33194,187.12,1309,288177,42551
753,1/23/2012,21.939,34.4,40.2363,5.75,129.86,207.61,5.8,697417,11.63,33194,187.12,1309,288177,42551
754,1/24/2012,21.939,34.4,40.0394,5.75,129.72,207.68,5.8,697417,11.63,33194,187.12,1309,288177,42551
755,1/25/2012,21.939,34.4,39.8344,5.75,129.89,207.75,5.8,697417,11.63,33194,187.12,1309,288177,42551
756,1/26/2012,21.939,34.4,39.7726,5.75,130.08,207.86,5.8,697417,11.63,33194,187.12,1309,288177,42551
757,1/27/2012,21.939,34.4,39.7452,5.75,130.4,207.92,5.8,697417,11.63,33194,187.12,1309,288177,42551
758,1/28/2012,21.939,34.4,39.7452,5.75,130.4,207.92,5.8,697417,11.63,33194,187.12,1309,288177,42551
759,1/29/2012,21.939,34.4,39.7452,5.75,130.4,207.92,5.8,697417,11.63,33194,187.12,1309,288177,42551
760,1/30/2012,21.939,34.4,39.9079,5.75,130.35,208.25,5.8,697417,11.63,33194,187.12,1309,288177,42551
761,1/31/2012,21.939,34.4,39.6053,5.75,130.62,208.23,5.8,697417,11.63,33194,187.12,1309,288177,42551
762,2/1/2012,21.832,34.4,39.777,5.75,130.82,208.23,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
763,2/2/2012,21.832,34.4,39.7159,5.75,131.18,208.64,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
764,2/3/2012,21.832,34.4,39.5738,5.75,131.55,210.63,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
765,2/4/2012,21.832,34.4,39.5738,5.75,131.55,212.26,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
766,2/5/2012,21.832,34.4,39.5738,5.75,131.55,213.2,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
767,2/6/2012,21.832,34.4,39.5304,5.75,131.78,213.2,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
768,2/7/2012,21.832,34.4,39.4556,5.75,131.97,212.81,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
769,2/8/2012,21.832,34.4,39.455,5.75,132.11,215.25,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
770,2/9/2012,21.832,34.4,39.4888,5.75,131.79,215.25,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
771,2/10/2012,21.832,34.4,39.6269,5.75,131.55,218.34,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
772,2/11/2012,21.832,34.4,39.6269,5.75,131.55,220.29,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
773,2/12/2012,21.832,34.4,39.6269,5.75,131.55,220.29,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
774,2/13/2012,21.832,34.4,39.4915,5.75,131.65,209.52,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
775,2/14/2012,21.832,34.4,39.5281,5.75,131.68,209.66,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
776,2/15/2012,21.832,34.4,39.2897,5.75,131.77,209.66,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
777,2/16/2012,21.832,34.4,39.4598,5.75,131.78,209.51,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
778,2/17/2012,21.832,34.4,39.3616,5.75,131.81,209.6,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
779,2/18/2012,21.832,34.4,39.3616,5.75,131.81,209.6,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
780,2/19/2012,21.832,34.4,39.3616,5.75,131.81,209.6,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
781,2/20/2012,21.832,34.4,39.432,5.75,131.56,209.82,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
782,2/21/2012,21.832,34.4,39.4233,5.75,131.71,209.86,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
783,2/22/2012,21.832,34.4,39.3217,5.75,131.62,209.6,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
784,2/23/2012,21.832,34.4,39.3928,5.75,131.62,209.6,5.3,38606,11.83,42644.1,139.61,1309,288177,42551
